CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn Status,Customer Status
103016,Customer3016,555,Germany,Male,76,9,41146.85,3,0,1,146776.24,0,Retained,Active
103017,Customer3017,563,France,Male,32,7,236475.19,3,1,0,164745.97,0,Retained,Inactive
103018,Customer3018,630,France,Male,55,9,204823.82,4,0,1,43270.26,0,Retained,Active
103019,Customer3019,600,Spain,Female,66,7,212999.95,1,1,0,143606.39,1,Churned,Inactive
103020,Customer3020,469,Germany,Male,61,5,112620.73,3,1,0,151240.79,0,Retained,Inactive
103021,Customer3021,480,Spain,Male,71,10,14862.21,1,1,0,76030.9,0,Retained,Inactive
103022,Customer3022,707,Germany,Female,62,2,156066.36,2,0,1,106292.62,0,Retained,Active
103023,Customer3023,463,Germany,Female,74,5,216845.56,2,0,0,52133.92,0,Retained,Inactive
103024,Customer3024,380,Spain,Female,76,6,207223.74,1,0,0,43957.06,0,Retained,Inactive
103025,Customer3025,444,Spain,Female,78,4,52437.62,4,1,1,79510.05,0,Retained,Active
103026,Customer3026,360,Spain,Male,69,10,129550.33,4,1,1,153776.87,0,Retained,Active
103027,Customer3027,525,Germany,Male,76,7,3103.04,2,1,0,70981.01,0,Retained,Inactive
103028,Customer3028,693,France,Female,70,8,244987.25,2,0,1,197689.91,0,Retained,Active
103029,Customer3029,508,Germany,Male,70,2,28823.91,2,1,1,189863.71,0,Retained,Active
103030,Customer3030,604,France,Female,22,1,167846.54,2,1,1,141615.91,0,Retained,Active
103031,Customer3031,552,Germany,Female,42,8,20951.58,4,1,1,164329.49,0,Retained,Active
103032,Customer3032,830,France,Female,69,4,38836.49,4,0,1,42628.76,0,Retained,Active
103033,Customer3033,784,Germany,Female,55,6,19915.33,1,1,1,43353.2,0,Retained,Active
103034,Customer3034,537,Germany,Female,20,4,46577.53,4,1,0,65041.9,0,Retained,Inactive
103035,Customer3035,401,Spain,Female,37,9,21116.83,1,0,1,29457.54,1,Churned,Active
103036,Customer3036,359,Spain,Female,52,1,97766.28,2,1,1,98317.24,1,Churned,Active
103037,Customer3037,530,Germany,Male,21,5,73552.49,2,0,1,87697.04,0,Retained,Active
103038,Customer3038,370,Germany,Male,18,5,230606.81,3,1,0,22722.94,0,Retained,Inactive
103039,Customer3039,425,France,Male,35,5,106302.34,3,1,0,87007.02,0,Retained,Inactive
103040,Customer3040,534,Spain,Female,51,4,16363.04,1,0,1,197694.97,1,Churned,Active
103041,Customer3041,416,Spain,Male,20,9,190018.89,1,1,0,54968.53,0,Retained,Inactive
103042,Customer3042,739,Spain,Female,62,8,158635.42,4,1,1,156863.35,1,Churned,Active
103043,Customer3043,690,France,Male,60,2,205017.45,4,0,0,119175.88,0,Retained,Inactive
103044,Customer3044,559,Germany,Female,26,0,205406.45,4,0,0,114518.76,0,Retained,Inactive
103045,Customer3045,545,Germany,Male,67,6,155081.55,2,1,1,168474.86,0,Retained,Active
103046,Customer3046,689,France,Male,68,2,120140.09,3,1,0,186368.74,0,Retained,Inactive
103047,Customer3047,671,France,Male,29,9,5461.09,4,1,0,133005.62,0,Retained,Inactive
103048,Customer3048,601,Spain,Female,41,7,207957.09,2,0,1,45723.0,0,Retained,Active
103049,Customer3049,808,Germany,Male,29,5,120028.14,2,0,0,178026.7,0,Retained,Inactive
103050,Customer3050,758,Spain,Female,37,10,30469.9,1,0,0,197868.88,0,Retained,Inactive
103051,Customer3051,389,Germany,Female,75,6,133576.04,4,1,0,193135.3,0,Retained,Inactive
103052,Customer3052,690,France,Male,38,4,188671.74,3,1,1,180892.56,0,Retained,Active
103053,Customer3053,450,Spain,Male,69,2,53044.91,3,1,1,111279.38,0,Retained,Active
103054,Customer3054,499,France,Male,41,2,62028.53,2,0,1,198265.58,0,Retained,Active
103055,Customer3055,531,Germany,Male,51,3,114725.36,3,0,1,167704.25,0,Retained,Active
103056,Customer3056,411,Germany,Female,31,7,151319.88,2,0,0,167696.23,0,Retained,Inactive
103057,Customer3057,660,France,Female,62,0,135123.55,1,0,1,163220.98,0,Retained,Active
103058,Customer3058,415,Spain,Male,41,5,130453.54,3,1,0,64910.49,0,Retained,Inactive
103059,Customer3059,484,France,Female,49,0,80878.3,2,1,0,141737.76,0,Retained,Inactive
103060,Customer3060,504,Germany,Female,20,4,109987.03,3,1,1,18145.64,0,Retained,Active
103061,Customer3061,525,Germany,Male,32,8,103348.51,2,1,1,109674.7,1,Churned,Active
103062,Customer3062,500,France,Female,38,7,53039.99,1,0,0,156988.1,0,Retained,Inactive
103063,Customer3063,393,Germany,Female,68,10,164654.59,1,1,1,76947.62,0,Retained,Active
103064,Customer3064,768,Spain,Female,27,6,86037.31,4,0,0,127012.44,1,Churned,Inactive
103065,Customer3065,779,Germany,Female,58,8,41308.78,3,1,0,78604.29,1,Churned,Inactive
103066,Customer3066,374,Germany,Male,32,2,161881.5,3,1,0,99971.67,1,Churned,Inactive
103067,Customer3067,642,France,Male,43,5,1293.9,2,0,1,179432.81,0,Retained,Active
103068,Customer3068,427,France,Female,25,9,173148.1,2,0,1,148969.71,0,Retained,Active
103069,Customer3069,634,France,Male,72,0,55652.74,2,0,1,185996.11,0,Retained,Active
103070,Customer3070,583,Germany,Male,33,7,233396.1,1,1,0,81572.5,0,Retained,Inactive
103071,Customer3071,704,France,Male,48,3,151060.1,1,0,0,68631.04,0,Retained,Inactive
103072,Customer3072,463,Germany,Female,67,4,249654.84,1,0,0,109150.44,0,Retained,Inactive
103073,Customer3073,645,Spain,Female,77,3,50303.95,2,1,0,174872.8,1,Churned,Inactive
103074,Customer3074,697,Germany,Female,67,10,206233.82,1,1,0,90680.52,0,Retained,Inactive
103075,Customer3075,454,France,Male,28,9,161058.14,3,0,1,157596.97,0,Retained,Active
103076,Customer3076,556,Germany,Male,24,2,154535.41,2,0,0,74282.37,0,Retained,Inactive
103077,Customer3077,695,France,Male,38,0,150402.98,2,1,0,92482.51,0,Retained,Inactive
103078,Customer3078,642,Spain,Female,55,8,230600.39,4,0,0,121029.73,0,Retained,Inactive
103079,Customer3079,616,Germany,Female,77,7,145532.89,1,1,1,158613.82,0,Retained,Active
103080,Customer3080,782,Germany,Male,23,1,17834.91,4,1,1,115336.73,0,Retained,Active
103081,Customer3081,715,Germany,Male,44,3,97859.64,2,0,0,22073.7,0,Retained,Inactive
103082,Customer3082,471,France,Male,22,5,158520.13,2,0,0,129210.61,0,Retained,Inactive
103083,Customer3083,483,Germany,Male,56,2,42254.47,3,1,1,118061.0,0,Retained,Active
103084,Customer3084,821,Germany,Female,76,8,179369.08,1,1,0,90386.24,0,Retained,Inactive
103085,Customer3085,842,Spain,Male,78,0,214636.5,3,0,0,107729.64,0,Retained,Inactive
103086,Customer3086,548,Germany,Female,41,5,91221.48,3,1,1,164584.94,0,Retained,Active
103087,Customer3087,707,France,Female,45,9,171563.87,1,0,1,69218.62,0,Retained,Active
103088,Customer3088,798,France,Male,75,6,164355.02,4,0,0,48796.34,0,Retained,Inactive
103089,Customer3089,848,France,Female,67,1,231083.15,1,1,0,20262.61,0,Retained,Inactive
103090,Customer3090,530,Spain,Female,73,8,20413.99,4,0,1,23660.12,0,Retained,Active
103091,Customer3091,444,France,Male,19,6,87200.99,4,1,0,137039.99,0,Retained,Inactive
103092,Customer3092,419,Spain,Male,77,3,7497.95,2,0,0,181847.86,0,Retained,Inactive
103093,Customer3093,829,Spain,Female,31,6,181439.37,2,1,0,51127.45,0,Retained,Inactive
103094,Customer3094,757,Germany,Male,26,6,125572.34,4,0,1,140667.25,0,Retained,Active
103095,Customer3095,394,Spain,Male,56,10,69398.8,3,0,0,69062.52,0,Retained,Inactive
103096,Customer3096,728,Spain,Male,24,10,179500.15,3,0,0,98313.8,0,Retained,Inactive
103097,Customer3097,687,France,Female,36,9,82739.58,1,0,1,135585.21,0,Retained,Active
103098,Customer3098,373,France,Female,21,8,8917.54,4,0,1,48679.82,1,Churned,Active
103099,Customer3099,591,Germany,Male,67,3,100629.18,2,1,1,136143.49,0,Retained,Active
103100,Customer3100,716,Spain,Female,23,3,40808.77,1,0,0,83707.8,1,Churned,Inactive
103101,Customer3101,540,Germany,Male,49,6,10236.24,4,0,0,33440.36,0,Retained,Inactive
103102,Customer3102,502,Germany,Female,76,7,21735.13,4,1,1,124423.33,1,Churned,Active
103103,Customer3103,804,Germany,Female,22,4,5633.56,3,1,1,124551.2,0,Retained,Active
103104,Customer3104,537,Germany,Female,65,0,139898.6,3,0,0,51409.77,0,Retained,Inactive
103105,Customer3105,502,Germany,Male,76,5,53350.25,4,1,1,192291.26,0,Retained,Active
103106,Customer3106,702,France,Male,27,7,39390.62,3,1,1,178894.35,0,Retained,Active
103107,Customer3107,781,Germany,Female,72,4,146615.29,4,0,1,67195.13,0,Retained,Active
103108,Customer3108,736,Spain,Female,54,2,187154.13,2,1,1,181144.23,0,Retained,Active
103109,Customer3109,840,Germany,Male,25,1,73185.03,1,1,0,191568.67,1,Churned,Inactive
103110,Customer3110,741,Spain,Female,79,8,27957.13,1,0,0,166913.49,0,Retained,Inactive
103111,Customer3111,647,France,Female,37,1,34646.36,1,0,0,162287.02,1,Churned,Inactive
103112,Customer3112,501,Germany,Female,38,10,185199.65,1,1,1,121816.31,1,Churned,Active
103113,Customer3113,511,Germany,Male,34,6,70767.28,4,0,1,114442.72,0,Retained,Active
103114,Customer3114,539,France,Female,35,3,211247.91,1,1,1,29105.4,0,Retained,Active
103115,Customer3115,465,Spain,Female,71,4,141894.91,1,1,0,68697.64,0,Retained,Inactive
103116,Customer3116,586,Germany,Female,48,10,243110.81,4,1,1,122243.58,0,Retained,Active
103117,Customer3117,690,Spain,Female,70,0,83393.21,1,1,0,50446.62,0,Retained,Inactive
103118,Customer3118,759,Germany,Male,68,1,23191.73,3,1,0,113735.54,1,Churned,Inactive
103119,Customer3119,442,France,Female,79,9,6982.0,1,0,1,86170.92,0,Retained,Active
103120,Customer3120,698,Germany,Male,36,5,213119.34,3,1,0,35928.99,0,Retained,Inactive
103121,Customer3121,840,France,Female,74,2,52186.05,3,1,1,196512.31,0,Retained,Active
103122,Customer3122,750,Spain,Female,70,1,64840.25,1,0,1,17626.96,0,Retained,Active
103123,Customer3123,784,France,Female,43,7,222309.89,2,1,0,96845.5,0,Retained,Inactive
103124,Customer3124,789,Spain,Female,23,5,4857.96,3,0,0,114493.31,0,Retained,Inactive
103125,Customer3125,646,France,Female,39,5,56523.75,3,0,1,34520.91,0,Retained,Active
103126,Customer3126,409,France,Male,60,5,110714.36,1,0,1,125836.0,0,Retained,Active
103127,Customer3127,512,France,Male,42,6,91013.01,3,1,0,126701.85,0,Retained,Inactive
103128,Customer3128,743,Germany,Female,31,7,213725.28,4,1,0,22299.54,0,Retained,Inactive
103129,Customer3129,642,Germany,Male,51,9,132394.91,2,1,1,197514.6,0,Retained,Active
103130,Customer3130,450,France,Female,30,0,140508.61,2,0,1,26776.7,0,Retained,Active
103131,Customer3131,651,Spain,Male,29,7,183171.95,4,0,0,90265.17,0,Retained,Inactive
103132,Customer3132,642,Spain,Female,78,0,33548.77,2,1,1,69179.82,0,Retained,Active
103133,Customer3133,696,France,Female,22,2,104255.58,4,0,1,18110.0,0,Retained,Active
103134,Customer3134,684,Germany,Male,39,8,84569.63,3,0,0,60962.05,0,Retained,Inactive
103135,Customer3135,710,France,Male,57,2,3318.8,4,1,0,106615.46,0,Retained,Inactive
103136,Customer3136,827,Germany,Female,47,8,122099.37,4,1,0,22818.99,0,Retained,Inactive
103137,Customer3137,398,Spain,Female,57,1,149836.49,1,1,0,104193.01,0,Retained,Inactive
103138,Customer3138,617,Germany,Female,59,2,98089.91,1,1,0,110566.53,0,Retained,Inactive
103139,Customer3139,411,Spain,Female,69,6,5634.77,2,0,1,98209.49,1,Churned,Active
103140,Customer3140,785,Spain,Male,61,4,123308.65,3,1,0,82183.72,0,Retained,Inactive
103141,Customer3141,802,France,Male,21,0,81420.07,3,1,0,124792.9,0,Retained,Inactive
103142,Customer3142,536,Germany,Female,45,7,158000.67,4,1,1,116854.73,0,Retained,Active
103143,Customer3143,608,Spain,Male,73,3,140449.94,4,0,1,142202.76,1,Churned,Active
103144,Customer3144,633,France,Female,61,0,173455.41,1,0,1,34516.27,0,Retained,Active
103145,Customer3145,442,Germany,Female,75,0,33830.82,4,0,0,85981.64,0,Retained,Inactive
103146,Customer3146,438,Spain,Female,67,2,172373.03,4,0,0,43795.86,1,Churned,Inactive
103147,Customer3147,355,Germany,Male,47,7,97990.09,1,0,0,147331.22,1,Churned,Inactive
103148,Customer3148,645,France,Female,67,3,143051.73,4,0,1,169732.91,0,Retained,Active
103149,Customer3149,480,Spain,Female,23,6,137362.92,1,1,1,37702.69,0,Retained,Active
103150,Customer3150,754,Germany,Male,30,9,104696.2,4,1,0,185444.54,0,Retained,Inactive
103151,Customer3151,384,France,Female,71,2,224387.23,2,0,0,136673.48,1,Churned,Inactive
103152,Customer3152,735,Spain,Male,64,0,232639.82,4,1,0,147003.82,0,Retained,Inactive
103153,Customer3153,747,Spain,Female,72,9,87762.39,2,1,1,186753.89,1,Churned,Active
103154,Customer3154,640,France,Female,49,8,33674.94,2,0,0,146897.44,0,Retained,Inactive
103155,Customer3155,781,Germany,Female,22,4,49439.12,2,0,0,197221.35,1,Churned,Inactive
103156,Customer3156,693,France,Female,49,1,54989.73,1,1,1,127496.81,0,Retained,Active
103157,Customer3157,746,Germany,Female,26,2,227126.07,1,1,1,33082.76,1,Churned,Active
103158,Customer3158,527,Germany,Female,77,4,149931.8,3,1,0,21138.46,0,Retained,Inactive
103159,Customer3159,645,Germany,Male,64,6,200712.29,3,0,0,42891.12,1,Churned,Inactive
103160,Customer3160,713,Spain,Male,80,2,181636.43,2,0,1,49552.69,0,Retained,Active
103161,Customer3161,477,Spain,Male,61,3,43237.66,3,1,1,196033.27,0,Retained,Active
103162,Customer3162,767,France,Female,52,6,55964.1,2,0,1,91709.4,0,Retained,Active
103163,Customer3163,490,Spain,Female,61,2,124354.85,4,0,0,162376.91,1,Churned,Inactive
103164,Customer3164,638,France,Male,20,8,214026.28,4,1,0,62650.33,1,Churned,Inactive
103165,Customer3165,543,Spain,Female,50,7,173065.88,3,1,1,35396.56,0,Retained,Active
103166,Customer3166,588,Germany,Male,74,8,129144.94,1,0,1,161564.01,0,Retained,Active
103167,Customer3167,556,France,Female,40,7,102996.32,1,0,1,97081.67,1,Churned,Active
103168,Customer3168,435,France,Female,51,3,25507.96,2,0,1,102910.88,1,Churned,Active
103169,Customer3169,752,France,Female,54,5,31709.16,1,0,1,192864.76,0,Retained,Active
103170,Customer3170,516,Spain,Male,62,0,22326.06,3,1,1,106316.41,1,Churned,Active
103171,Customer3171,727,Spain,Male,21,3,163263.29,3,0,0,189656.63,0,Retained,Inactive
103172,Customer3172,496,Germany,Female,40,2,172744.29,4,0,1,19632.01,0,Retained,Active
103173,Customer3173,508,France,Male,34,1,5553.82,1,0,1,161952.6,0,Retained,Active
103174,Customer3174,430,Spain,Female,50,2,244429.02,1,1,0,181947.18,0,Retained,Inactive
103175,Customer3175,684,Spain,Female,43,9,200893.84,4,1,1,112009.62,0,Retained,Active
103176,Customer3176,388,Spain,Male,58,2,156613.91,2,1,0,57168.46,1,Churned,Inactive
103177,Customer3177,846,Germany,Female,28,6,68361.47,2,1,1,95101.1,0,Retained,Active
103178,Customer3178,540,Germany,Female,26,2,37050.17,4,1,1,95856.75,0,Retained,Active
103179,Customer3179,505,Germany,Female,47,2,179398.18,2,1,0,50840.14,0,Retained,Inactive
103180,Customer3180,776,Germany,Male,73,1,152810.58,4,0,0,70325.73,0,Retained,Inactive
103181,Customer3181,408,Spain,Male,78,7,183623.83,3,1,0,68908.06,1,Churned,Inactive
103182,Customer3182,734,Germany,Female,53,4,35977.32,1,0,0,24148.67,0,Retained,Inactive
103183,Customer3183,544,France,Male,61,7,136753.47,1,1,1,27535.06,0,Retained,Active
103184,Customer3184,785,Spain,Male,73,6,241915.57,1,1,0,133599.95,0,Retained,Inactive
103185,Customer3185,601,Spain,Male,76,2,64468.97,1,0,1,154823.04,0,Retained,Active
103186,Customer3186,472,Germany,Female,33,10,227520.71,1,0,1,44632.81,0,Retained,Active
103187,Customer3187,678,France,Male,27,10,166663.53,2,1,0,76195.45,0,Retained,Inactive
103188,Customer3188,707,Germany,Male,61,9,68308.33,1,1,1,41850.26,0,Retained,Active
103189,Customer3189,709,Spain,Male,22,9,242567.03,4,1,1,18325.76,1,Churned,Active
103190,Customer3190,816,France,Female,51,2,176837.1,2,0,1,112016.04,0,Retained,Active
103191,Customer3191,786,France,Female,28,1,60044.5,3,0,1,111417.19,0,Retained,Active
103192,Customer3192,826,Germany,Female,59,3,14382.9,4,0,0,34854.85,0,Retained,Inactive
103193,Customer3193,657,Germany,Female,32,8,65067.84,3,0,0,166514.03,0,Retained,Inactive
103194,Customer3194,669,France,Female,43,1,35814.4,1,0,0,113349.43,0,Retained,Inactive
103195,Customer3195,759,Spain,Male,61,1,183078.34,4,1,1,88017.09,0,Retained,Active
103196,Customer3196,412,France,Male,26,2,79501.52,4,0,1,152695.26,1,Churned,Active
103197,Customer3197,366,Germany,Male,76,0,243503.44,3,0,0,51388.12,0,Retained,Inactive
103198,Customer3198,578,Spain,Female,56,10,245141.13,2,1,0,121716.72,0,Retained,Inactive
103199,Customer3199,718,Spain,Male,43,5,30622.6,4,0,1,119565.85,0,Retained,Active
103200,Customer3200,667,France,Male,70,2,43615.97,1,1,1,118840.97,1,Churned,Active
103201,Customer3201,692,France,Female,71,4,163863.61,4,1,0,89431.82,0,Retained,Inactive
103202,Customer3202,626,France,Female,25,0,227134.17,1,1,0,145621.84,0,Retained,Inactive
103203,Customer3203,513,France,Female,56,9,157608.09,4,0,1,192986.32,0,Retained,Active
103204,Customer3204,414,Spain,Male,21,5,18557.76,1,0,1,17655.47,0,Retained,Active
103205,Customer3205,438,Germany,Male,50,9,113008.19,4,0,0,141606.15,0,Retained,Inactive
103206,Customer3206,724,Spain,Female,28,10,125652.22,2,0,0,43738.04,0,Retained,Inactive
103207,Customer3207,823,Germany,Female,55,8,105592.85,2,1,0,199670.53,0,Retained,Inactive
103208,Customer3208,733,Spain,Male,33,1,84400.82,1,0,0,27716.25,0,Retained,Inactive
103209,Customer3209,803,Germany,Male,43,2,96014.49,4,1,1,55929.63,0,Retained,Active
103210,Customer3210,691,Spain,Male,28,10,246953.29,1,1,1,52250.4,0,Retained,Active
103211,Customer3211,540,Spain,Male,47,2,9374.65,2,1,1,35547.35,0,Retained,Active
103212,Customer3212,814,Spain,Male,60,10,244110.63,2,0,0,198426.29,0,Retained,Inactive
103213,Customer3213,354,France,Male,69,1,171345.6,4,1,0,91861.6,0,Retained,Inactive
103214,Customer3214,531,Germany,Male,41,6,125862.06,2,1,1,184673.47,0,Retained,Active
103215,Customer3215,742,Germany,Female,37,10,195192.03,3,0,1,57003.83,1,Churned,Active
103216,Customer3216,766,Germany,Male,26,1,93019.88,3,0,1,60138.57,0,Retained,Active
103217,Customer3217,462,France,Male,62,5,166635.17,4,0,1,100377.95,0,Retained,Active
103218,Customer3218,818,Germany,Female,18,5,132448.46,4,1,0,33642.87,0,Retained,Inactive
103219,Customer3219,360,Spain,Male,19,5,222716.14,2,0,0,36006.11,0,Retained,Inactive
103220,Customer3220,843,Spain,Male,61,7,12025.52,2,1,0,158526.23,1,Churned,Inactive
103221,Customer3221,379,Spain,Male,51,9,6060.67,2,1,1,141332.58,0,Retained,Active
103222,Customer3222,508,France,Male,48,10,146124.13,3,0,0,192684.32,0,Retained,Inactive
103223,Customer3223,537,France,Female,37,7,235285.42,1,0,0,40884.85,1,Churned,Inactive
103224,Customer3224,400,France,Male,44,7,242442.62,4,1,0,138433.99,1,Churned,Inactive
103225,Customer3225,376,France,Female,77,8,236126.41,4,0,0,40818.54,0,Retained,Inactive
103226,Customer3226,480,Spain,Male,22,0,163437.02,3,0,1,37270.19,0,Retained,Active
103227,Customer3227,629,Germany,Female,27,10,4901.56,3,0,1,171674.94,0,Retained,Active
103228,Customer3228,843,Spain,Male,19,0,168533.79,4,0,0,43928.82,1,Churned,Inactive
103229,Customer3229,702,France,Female,48,2,213543.55,4,0,1,186123.17,1,Churned,Active
103230,Customer3230,776,Spain,Male,72,10,85698.55,3,0,1,165978.14,1,Churned,Active
103231,Customer3231,762,Spain,Male,50,9,98991.72,2,0,1,68973.48,0,Retained,Active
103232,Customer3232,503,France,Female,75,0,172136.13,2,0,0,16651.45,0,Retained,Inactive
103233,Customer3233,563,Spain,Male,54,0,46055.35,3,0,1,194297.95,0,Retained,Active
103234,Customer3234,596,Germany,Male,48,3,210446.95,2,0,0,129037.8,0,Retained,Inactive
103235,Customer3235,815,Spain,Female,54,0,210012.85,4,1,0,119824.66,0,Retained,Inactive
103236,Customer3236,612,Spain,Male,18,7,70841.58,1,1,1,48566.23,0,Retained,Active
103237,Customer3237,581,France,Male,56,4,8628.07,2,1,1,107759.64,1,Churned,Active
103238,Customer3238,654,Spain,Female,44,4,218022.62,1,0,0,42740.53,0,Retained,Inactive
103239,Customer3239,640,Spain,Female,29,4,157045.48,2,1,1,110483.33,0,Retained,Active
103240,Customer3240,807,Germany,Female,61,10,79835.76,3,0,0,117273.67,0,Retained,Inactive
103241,Customer3241,415,France,Female,66,2,112911.89,4,0,1,142431.03,0,Retained,Active
103242,Customer3242,585,Germany,Female,50,8,177953.1,4,0,0,25111.84,0,Retained,Inactive
103243,Customer3243,568,Spain,Male,62,4,59745.99,3,0,0,142275.29,0,Retained,Inactive
103244,Customer3244,660,Spain,Female,59,9,207207.01,2,1,1,124318.29,0,Retained,Active
103245,Customer3245,403,France,Male,56,9,94398.65,4,0,0,192753.41,0,Retained,Inactive
103246,Customer3246,680,Germany,Male,76,3,49818.01,2,1,0,195804.13,0,Retained,Inactive
103247,Customer3247,756,Germany,Male,79,8,96448.47,3,1,0,115013.38,0,Retained,Inactive
103248,Customer3248,703,France,Female,44,1,83728.49,4,0,1,174127.49,0,Retained,Active
103249,Customer3249,411,Spain,Male,65,7,206925.52,3,1,0,54013.35,0,Retained,Inactive
103250,Customer3250,673,Germany,Female,27,0,197015.3,2,1,0,160636.68,0,Retained,Inactive
103251,Customer3251,814,Germany,Female,51,6,138181.78,4,1,1,87442.79,0,Retained,Active
103252,Customer3252,584,France,Female,48,0,221714.87,3,1,1,167552.11,1,Churned,Active
103253,Customer3253,821,Germany,Male,51,6,131132.22,3,1,0,66445.01,0,Retained,Inactive
103254,Customer3254,404,France,Male,38,1,246822.05,4,0,0,198621.36,1,Churned,Inactive
103255,Customer3255,494,Germany,Female,44,8,64986.9,1,1,0,98296.05,1,Churned,Inactive
103256,Customer3256,483,Spain,Female,32,6,163443.55,3,0,1,22504.82,0,Retained,Active
103257,Customer3257,553,France,Female,75,2,83223.6,1,0,1,117894.9,0,Retained,Active
103258,Customer3258,394,Spain,Female,43,3,112589.18,1,1,0,116399.37,0,Retained,Inactive
103259,Customer3259,805,France,Male,39,0,65491.44,4,1,1,70141.32,0,Retained,Active
103260,Customer3260,820,France,Female,24,1,239630.92,1,0,0,75168.75,1,Churned,Inactive
103261,Customer3261,486,Spain,Female,71,9,21840.47,3,1,1,154018.22,0,Retained,Active
103262,Customer3262,693,Spain,Female,49,0,157648.22,1,0,1,57192.7,0,Retained,Active
103263,Customer3263,764,Germany,Male,70,5,35213.57,1,0,0,91864.16,0,Retained,Inactive
103264,Customer3264,567,Spain,Female,30,0,160535.48,4,0,1,46674.1,1,Churned,Active
103265,Customer3265,664,Spain,Male,40,2,115348.3,3,0,0,106239.5,1,Churned,Inactive
103266,Customer3266,465,Spain,Male,26,2,29002.58,1,0,1,73284.64,0,Retained,Active
103267,Customer3267,451,Germany,Female,54,1,71143.39,1,0,1,61073.13,0,Retained,Active
103268,Customer3268,483,Spain,Male,56,7,79711.49,3,1,1,87280.29,1,Churned,Active
103269,Customer3269,720,France,Male,75,8,180337.06,4,0,0,28404.59,1,Churned,Inactive
103270,Customer3270,393,France,Male,42,6,117729.62,2,0,1,31077.41,0,Retained,Active
103271,Customer3271,368,Spain,Female,63,4,135714.41,2,0,0,161522.38,0,Retained,Inactive
103272,Customer3272,628,Spain,Male,33,10,93713.01,1,0,1,123697.12,0,Retained,Active
103273,Customer3273,795,France,Female,51,0,192636.44,2,1,0,185150.67,1,Churned,Inactive
103274,Customer3274,569,Spain,Male,54,10,216877.17,4,0,0,100064.58,0,Retained,Inactive
103275,Customer3275,579,Spain,Male,20,7,14500.07,4,0,0,111650.68,0,Retained,Inactive
103276,Customer3276,792,Spain,Male,40,9,19822.04,1,0,1,160051.44,0,Retained,Active
103277,Customer3277,797,Spain,Female,45,1,150379.56,3,1,1,66745.36,1,Churned,Active
103278,Customer3278,357,Germany,Male,37,0,22827.89,1,1,0,111730.33,1,Churned,Inactive
103279,Customer3279,826,France,Male,24,8,162031.71,2,0,0,41061.07,0,Retained,Inactive
103280,Customer3280,496,Spain,Male,54,4,11348.0,2,1,1,135113.74,0,Retained,Active
103281,Customer3281,456,Spain,Male,54,8,25141.32,3,0,1,156419.02,0,Retained,Active
103282,Customer3282,351,Germany,Male,77,3,172932.2,3,1,1,155460.58,0,Retained,Active
103283,Customer3283,800,France,Male,66,8,99664.7,3,1,1,93112.76,0,Retained,Active
103284,Customer3284,679,Germany,Male,73,6,199082.31,1,1,1,77472.45,0,Retained,Active
103285,Customer3285,474,Spain,Male,35,1,224224.2,2,0,0,42946.65,1,Churned,Inactive
103286,Customer3286,687,Germany,Female,62,5,70077.76,3,0,0,82993.02,0,Retained,Inactive
103287,Customer3287,595,Germany,Female,43,0,227789.49,4,1,0,163041.11,0,Retained,Inactive
103288,Customer3288,459,Spain,Female,20,10,51636.0,1,1,0,136354.55,0,Retained,Inactive
103289,Customer3289,420,Germany,Male,28,9,116473.02,3,0,0,107229.28,0,Retained,Inactive
103290,Customer3290,471,Spain,Male,62,1,92645.07,4,0,1,102905.3,0,Retained,Active
103291,Customer3291,508,Spain,Female,80,9,170463.32,4,1,1,117500.2,0,Retained,Active
103292,Customer3292,841,France,Female,52,6,64833.16,3,1,0,144238.11,0,Retained,Inactive
103293,Customer3293,801,Germany,Female,77,3,170248.03,1,0,0,178435.22,0,Retained,Inactive
103294,Customer3294,559,Spain,Male,23,10,120185.28,4,1,0,71669.56,0,Retained,Inactive
103295,Customer3295,476,France,Female,44,8,178795.13,1,0,0,124449.05,1,Churned,Inactive
103296,Customer3296,511,Spain,Male,30,4,215141.05,1,0,0,19195.14,0,Retained,Inactive
103297,Customer3297,532,Germany,Male,34,8,76176.39,4,1,1,83637.97,1,Churned,Active
103298,Customer3298,688,Spain,Female,65,0,98113.67,4,1,0,146971.91,0,Retained,Inactive
103299,Customer3299,445,Germany,Male,32,5,83650.04,3,1,1,148900.86,0,Retained,Active
103300,Customer3300,787,France,Male,66,8,201513.38,3,1,1,95206.81,0,Retained,Active
103301,Customer3301,743,Spain,Female,62,8,67310.26,2,0,1,99589.66,0,Retained,Active
103302,Customer3302,552,Spain,Female,23,7,201738.94,2,1,0,65602.06,0,Retained,Inactive
103303,Customer3303,780,Spain,Male,27,3,45453.9,3,0,0,122436.49,0,Retained,Inactive
103304,Customer3304,576,Spain,Male,27,2,100.7,4,1,1,32379.82,0,Retained,Active
103305,Customer3305,703,France,Male,80,9,38147.89,4,1,0,85905.25,0,Retained,Inactive
103306,Customer3306,707,France,Female,24,0,221330.94,2,1,1,128975.34,0,Retained,Active
103307,Customer3307,397,Spain,Male,31,3,124202.24,4,0,1,170253.75,0,Retained,Active
103308,Customer3308,470,France,Male,76,9,108018.58,2,1,0,185852.95,0,Retained,Inactive
